"Adult","Sex","Survived","Class"
0,1,0,"lower"
0,1,0,"lower"
0,1,0,"lower"
0,1,0,"lower"
0,1,0,"lower"
0,1,0,"lower"
0,1,0,"lower"
0,1,0,"lower"
0,1,0,"lower"
0,1,0,"lower"
0,1,0,"lower"
0,1,0,"lower"
0,0,1,"lower"
0,0,1,"lower"
0,0,1,"lower"
0,0,1,"lower"
0,0,1,"lower"
0,0,1,"lower"
0,0,1,"lower"
0,0,1,"lower"
0,0,1,"lower"
0,0,1,"lower"
0,0,1,"lower"
0,0,1,"lower"
0,0,1,"lower"
0,0,1,"lower"
0,0,0,"lower"
0,0,0,"lower"
0,0,0,"lower"
0,0,0,"lower"
0,0,0,"lower"
0,0,0,"lower"
0,0,0,"lower"
0,0,0,"lower"
0,0,0,"lower"
0,0,0,"lower"
0,0,0,"lower"
0,0,0,"lower"
0,0,0,"lower"
0,0,0,"lower"
0,0,0,"lower"
0,0,0,"lower"
0,0,0,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,1,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,0,0,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,1,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
